"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX30572648","results/fastq/SRX30572648_SRR35496267_1.fastq.gz","results/fastq/SRX30572648_SRR35496267_2.fastq.gz","SRR35496267","SRX30572648","SAMN51585567","SRS26602089","PRJNA1330757","SRP621882","SRA2225931","GSM9246671_r1","GSM9246671_r1","GSM9246671","GSE308488","PAIRED","other","OTHER","RIP-Seq","GSM9246671","Illumina NovaSeq 6000","ILLUMINA","8458519284","28008342","10090","Mus musculus","MEF, HSV-1, FLAG, 4 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246671: MEF, HSV-1, FLAG, 4 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG, 4 [B319096]","ad46d969bf4e3c855a5e61b02df72dda;7962b1fb97d5a8a0044d47511fff5d22","1860050102;1950440050","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/067/SRR35496267/SRR35496267_2.fastq.gz"
"SRX30572648","results/fastq/SRX30572648_SRR35496268_1.fastq.gz","results/fastq/SRX30572648_SRR35496268_2.fastq.gz","SRR35496268","SRX30572648","SAMN51585567","SRS26602089","PRJNA1330757","SRP621882","SRA2225931","GSM9246671_r2","GSM9246671_r1","GSM9246671","GSE308488","PAIRED","other","OTHER","RIP-Seq","GSM9246671","Illumina NovaSeq 6000","ILLUMINA","11361773634","37621767","10090","Mus musculus","MEF, HSV-1, FLAG, 4 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246671: MEF, HSV-1, FLAG, 4 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG, 4 [B319096]","77889b2dfd619db88d1b8cefa0dbade2;d98bbdb29e79a4a2cbf81f11be0f543f","2334451871;2401624517","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/068/SRR35496268/SRR35496268_2.fastq.gz"
"SRX30572649","results/fastq/SRX30572649_SRR35496265_1.fastq.gz","results/fastq/SRX30572649_SRR35496265_2.fastq.gz","SRR35496265","SRX30572649","SAMN51585566","SRS26602090","PRJNA1330757","SRP621882","SRA2225931","GSM9246672_r1","GSM9246672_r1","GSM9246672","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246672","Illumina NovaSeq 6000","ILLUMINA","8564498634","28359267","10090","Mus musculus","MEF, mock, FLAG-input, 1 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246672: MEF, mock, FLAG-input, 1 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, mock, FLAG-input, 1 [B319096]","9c189c38e675f241adf22f08efcf4425;6d774a420e10a6b9ad73260c7178efbe","1992901174;2099206100","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/065/SRR35496265/SRR35496265_2.fastq.gz"
"SRX30572649","results/fastq/SRX30572649_SRR35496266_1.fastq.gz","results/fastq/SRX30572649_SRR35496266_2.fastq.gz","SRR35496266","SRX30572649","SAMN51585566","SRS26602090","PRJNA1330757","SRP621882","SRA2225931","GSM9246672_r2","GSM9246672_r1","GSM9246672","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246672","Illumina NovaSeq 6000","ILLUMINA","13865030494","45910697","10090","Mus musculus","MEF, mock, FLAG-input, 1 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246672: MEF, mock, FLAG-input, 1 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, mock, FLAG-input, 1 [B319096]","c7caf745682558e78b90dd4dbfb720e3;7f321883b9de77171cfbf316052bd1fc","2979373960;3006345125","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/066/SRR35496266/SRR35496266_2.fastq.gz"
"SRX30572650","results/fastq/SRX30572650_SRR35496263_1.fastq.gz","results/fastq/SRX30572650_SRR35496263_2.fastq.gz","SRR35496263","SRX30572650","SAMN51585565","SRS26602094","PRJNA1330757","SRP621882","SRA2225931","GSM9246673_r1","GSM9246673_r1","GSM9246673","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246673","Illumina NovaSeq 6000","ILLUMINA","9514188370","31503935","10090","Mus musculus","MEF, mock, FLAG-input, 2 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246673: MEF, mock, FLAG-input, 2 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, mock, FLAG-input, 2 [B319096]","8957252d724200dc02e91c0848492fe8;594ce7fc2d4e8100eafb3cbdda99a9be","2200880336;2299951986","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/063/SRR35496263/SRR35496263_2.fastq.gz"
"SRX30572650","results/fastq/SRX30572650_SRR35496264_1.fastq.gz","results/fastq/SRX30572650_SRR35496264_2.fastq.gz","SRR35496264","SRX30572650","SAMN51585565","SRS26602094","PRJNA1330757","SRP621882","SRA2225931","GSM9246673_r2","GSM9246673_r1","GSM9246673","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246673","Illumina NovaSeq 6000","ILLUMINA","8884118522","29417611","10090","Mus musculus","MEF, mock, FLAG-input, 2 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246673: MEF, mock, FLAG-input, 2 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, mock, FLAG-input, 2 [B319096]","0e977b7ee2711196c12643d03213ac43;cd328da268a11c2974796a916fd2859c","1914453713;1933983526","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/064/SRR35496264/SRR35496264_2.fastq.gz"
"SRX30572651","results/fastq/SRX30572651_SRR35496261_1.fastq.gz","results/fastq/SRX30572651_SRR35496261_2.fastq.gz","SRR35496261","SRX30572651","SAMN51585564","SRS26602092","PRJNA1330757","SRP621882","SRA2225931","GSM9246674_r1","GSM9246674_r1","GSM9246674","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246674","Illumina NovaSeq 6000","ILLUMINA","10279157390","34036945","10090","Mus musculus","MEF, HSV-1, FLAG-input, 1 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246674: MEF, HSV-1, FLAG-input, 1 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 1 [B319096]","93f7ba8d2f0d44f26320125cf0c6ef65;fad2a9336fec92f52ed8534d9b34331d","2368087371;2488032190","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/061/SRR35496261/SRR35496261_2.fastq.gz"
"SRX30572651","results/fastq/SRX30572651_SRR35496262_1.fastq.gz","results/fastq/SRX30572651_SRR35496262_2.fastq.gz","SRR35496262","SRX30572651","SAMN51585564","SRS26602092","PRJNA1330757","SRP621882","SRA2225931","GSM9246674_r2","GSM9246674_r1","GSM9246674","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246674","Illumina NovaSeq 6000","ILLUMINA","8988303388","29762594","10090","Mus musculus","MEF, HSV-1, FLAG-input, 1 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246674: MEF, HSV-1, FLAG-input, 1 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 1 [B319096]","567168efcce88e71c700abd2dd45e970;39c959c7b27e093d7e2b1802098959d7","1889391909;1917417425","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/062/SRR35496262/SRR35496262_2.fastq.gz"
"SRX30572652","results/fastq/SRX30572652_SRR35496259_1.fastq.gz","results/fastq/SRX30572652_SRR35496259_2.fastq.gz","SRR35496259","SRX30572652","SAMN51585563","SRS26602093","PRJNA1330757","SRP621882","SRA2225931","GSM9246675_r1","GSM9246675_r1","GSM9246675","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246675","Illumina NovaSeq 6000","ILLUMINA","12138882752","40194976","10090","Mus musculus","MEF, HSV-1, FLAG-input, 2 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246675: MEF, HSV-1, FLAG-input, 2 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 2 [B319096]","b86c7ac905cba6e1d789012cc1b08fb2;0c04ae78da2a86e4a358bddf5e37c46d","2822475740;2958743772","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/059/SRR35496259/SRR35496259_2.fastq.gz"
"SRX30572652","results/fastq/SRX30572652_SRR35496260_1.fastq.gz","results/fastq/SRX30572652_SRR35496260_2.fastq.gz","SRR35496260","SRX30572652","SAMN51585563","SRS26602093","PRJNA1330757","SRP621882","SRA2225931","GSM9246675_r2","GSM9246675_r1","GSM9246675","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246675","Illumina NovaSeq 6000","ILLUMINA","5064952230","16771365","10090","Mus musculus","MEF, HSV-1, FLAG-input, 2 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246675: MEF, HSV-1, FLAG-input, 2 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 2 [B319096]","f621ec26311ac973e03b73fc08f212d0;7dbc9055034dd7e9b3641ee162de5e01","1088869839;1100711618","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/060/SRR35496260/SRR35496260_2.fastq.gz"
"SRX30572653","results/fastq/SRX30572653_SRR35496257_1.fastq.gz","results/fastq/SRX30572653_SRR35496257_2.fastq.gz","SRR35496257","SRX30572653","SAMN51585562","SRS26602097","PRJNA1330757","SRP621882","SRA2225931","GSM9246676_r1","GSM9246676_r1","GSM9246676","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246676","Illumina NovaSeq 6000","ILLUMINA","8772395434","29047667","10090","Mus musculus","MEF, HSV-1, FLAG-input, 3 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246676: MEF, HSV-1, FLAG-input, 3 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 3 [B319096]","d45eacaacdbff8a4c60b04033d195da1;9c0bd0ea132648701a840fa0688ea31b","1963453569;2068955849","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/057/SRR35496257/SRR35496257_2.fastq.gz"
"SRX30572653","results/fastq/SRX30572653_SRR35496258_1.fastq.gz","results/fastq/SRX30572653_SRR35496258_2.fastq.gz","SRR35496258","SRX30572653","SAMN51585562","SRS26602097","PRJNA1330757","SRP621882","SRA2225931","GSM9246676_r2","GSM9246676_r1","GSM9246676","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246676","Illumina NovaSeq 6000","ILLUMINA","10484124790","34715645","10090","Mus musculus","MEF, HSV-1, FLAG-input, 3 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246676: MEF, HSV-1, FLAG-input, 3 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 3 [B319096]","0a717dcb06293f9c5f32ba442dab7191;bce25771a35c4557beb62177bc158f36","2177552310;2201231406","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/058/SRR35496258/SRR35496258_2.fastq.gz"
"SRX30572654","results/fastq/SRX30572654_SRR35496255_1.fastq.gz","results/fastq/SRX30572654_SRR35496255_2.fastq.gz","SRR35496255","SRX30572654","SAMN51585561","SRS26602095","PRJNA1330757","SRP621882","SRA2225931","GSM9246677_r1","GSM9246677_r1","GSM9246677","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246677","Illumina NovaSeq 6000","ILLUMINA","8868577300","29366150","10090","Mus musculus","MEF, HSV-1, FLAG-input, 4 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246677: MEF, HSV-1, FLAG-input, 4 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 4 [B319096]","162d6169e9480ee5730e1d6f827e8971;877cdae2c911978123ba3ae7b57efa33","2040840381;2140122004","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/055/SRR35496255/SRR35496255_2.fastq.gz"
"SRX30572654","results/fastq/SRX30572654_SRR35496256_1.fastq.gz","results/fastq/SRX30572654_SRR35496256_2.fastq.gz","SRR35496256","SRX30572654","SAMN51585561","SRS26602095","PRJNA1330757","SRP621882","SRA2225931","GSM9246677_r2","GSM9246677_r1","GSM9246677","GSE308488","PAIRED","other","TRANSCRIPTOMIC","RIP-Seq","GSM9246677","Illumina NovaSeq 6000","ILLUMINA","9515587536","31508568","10090","Mus musculus","MEF, HSV-1, FLAG-input, 4 [B319096]","Illumina NovaSeq 6000 sequencing: GSM9246677: MEF, HSV-1, FLAG-input, 4 [B319096] Mus musculus RIP-Seq","Host cell Z-RNAs activate ZBP1 during virus infections [MEF]","MEF, HSV-1, FLAG-input, 4 [B319096]","bd330eda25f563ff39a9e9f6fc739d0e;457e096bbb6d88a8d76432dd5fae6e15","2041229883;2057653681","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR354/056/SRR35496256/SRR35496256_2.fastq.gz"
